Time stamp,Temp C,Conductivity ,Vertical Position ,pH,ORP mV,Turbidity NTU,Chl ug/L,Phycocyanin ,ODO & sat,ODO mg/L
5/23/26 12:14,9.461,223.34,32.017,7.78,114.47,1.44,0.97,0.37,74.83,8.55
5/23/26 12:15,9.542,223.87,30.967,7.8,114.41,1.6,0.99,0.39,75.4,8.6
5/23/26 12:16,9.685,224.69,29.924,7.81,114.23,1.44,1.01,0.41,75.59,8.59
5/23/26 12:17,9.739,225.2,28.904,7.81,114.05,1.32,0.63,0.26,75.65,8.58
5/23/26 12:18,9.779,225.45,27.931,7.82,113.93,1.41,0.91,0.34,75.92,8.61
5/23/26 12:18,9.793,225.48,26.907,7.83,113.84,1.37,1.19,0.49,76.1,8.62
5/23/26 12:19,9.851,225.74,25.907,7.83,113.81,1.38,1.08,0.45,76.28,8.63
5/23/26 12:20,9.916,226.07,24.93,7.84,113.73,1.39,1.13,0.44,76.5,8.64
5/23/26 12:21,9.95,226.38,23.944,7.84,113.73,1.33,1.19,0.5,76.52,8.64
5/23/26 12:22,9.975,226.26,22.907,7.86,113.61,1.37,1.15,0.48,76.93,8.68
5/23/26 12:22,10.012,226.28,21.883,7.87,113.51,1.37,1.02,0.37,77.48,8.74
5/23/26 12:23,10.079,226.41,20.902,7.88,113.45,1.38,0.97,0.37,77.82,8.76
5/23/26 12:24,10.123,226.55,19.957,7.89,113.35,1.48,1.23,0.49,78.01,8.77
5/23/26 12:25,10.245,226.48,18.958,7.89,113.4,1.45,0.97,0.39,78.18,8.77
5/23/26 12:25,10.311,226.68,17.888,7.89,113.4,1.42,1.44,0.57,78.15,8.75
5/23/26 12:26,10.369,226.71,16.946,7.89,113.23,1.41,1.14,0.46,78.2,8.74
5/23/26 12:27,10.41,226.83,15.979,7.89,113.22,1.42,1.01,0.44,78.23,8.74
5/23/26 12:28,10.475,227.1,14.969,7.89,113.23,1.37,0.76,0.23,78.25,8.73
5/23/26 12:28,10.56,227.59,13.943,7.9,113.19,1.51,1.26,0.38,78.31,8.72
5/23/26 12:29,10.71,228.79,12.946,7.9,113.14,1.42,1.39,0.5,78.32,8.69
5/23/26 12:30,10.905,230.74,11.962,7.9,113.1,1.38,0.85,0.32,78.38,8.66
5/23/26 12:31,11.079,229.88,10.977,7.91,112.8,1.39,1.34,0.48,78.52,8.63
5/23/26 12:31,11.33,233.32,9.97,7.9,112.8,1.31,0.86,0.33,78.49,8.58
5/23/26 12:32,11.598,238.63,8.934,7.9,112.73,1.33,1.13,0.35,78.36,8.52
5/23/26 12:33,12.446,238.46,7.953,7.95,111.51,1.2,1.22,0.39,79.69,8.49
5/23/26 12:34,12.492,238.47,6.927,7.98,111.57,1.16,1.19,0.41,79.87,8.5
5/23/26 12:34,12.618,238.77,5.927,7.99,110.81,1.1,0.97,0.23,80.13,8.51
5/23/26 12:35,12.649,238.89,4.947,8,110.86,1.12,1.66,0.51,80.22,8.51
5/23/26 12:36,12.66,238.88,3.928,8,111.17,1.12,1.49,0.48,80.24,8.51
5/23/26 12:37,12.679,238.9,2.905,8,111.13,1.13,1.42,0.44,80.3,8.51
5/23/26 12:37,12.761,238.73,1.912,8,111.01,1.18,1.52,0.5,80.4,8.51
5/23/26 12:38,13.244,239.89,0.899,8,111.29,1.13,1.09,0.38,81.01,8.48
5/23/26 18:05,8.103,216.44,44.077,7.79,107.3,1.25,1.37,0.57,71.2,8.4
5/23/26 18:05,8.098,216.2,43.006,7.78,107.57,1.23,0.96,0.51,71.15,8.4
5/23/26 18:06,8.112,214.97,41.955,7.76,108.43,1.33,1.16,0.47,70.23,8.29
5/23/26 18:07,8.15,215.2,40.993,7.77,108.41,1.18,0.99,0.43,70.48,8.31
5/23/26 18:08,8.218,215.58,39.967,7.78,108.18,1.19,1.16,0.46,71.36,8.4
5/23/26 18:09,8.461,216.51,38.945,7.79,108.24,1.31,1.47,0.61,72.28,8.46
5/23/26 18:10,8.633,217.4,37.973,7.8,108.25,1.34,1.51,0.59,72.71,8.47
5/23/26 18:10,8.785,218.86,36.966,7.8,108.74,1.47,1.44,0.63,72.79,8.45
5/23/26 18:11,9.036,220.83,35.954,7.81,108.86,1.42,1.32,0.61,73.25,8.45
5/23/26 18:12,9.189,221.7,34.984,7.83,109.05,1.56,1.38,0.6,73.73,8.48
5/23/26 18:13,9.268,222.53,33.951,7.84,109.04,1.35,1.4,0.56,74.04,8.5
5/23/26 18:14,9.432,223.02,32.968,7.85,108.85,1.45,1.3,0.54,74.51,8.52
5/23/26 18:15,9.526,223.69,31.978,7.85,108.85,1.37,1.34,0.47,74.82,8.53
5/23/26 18:15,9.582,224.16,30.969,7.87,108.73,1.42,1.09,0.45,75.26,8.57
5/23/26 18:16,9.611,224.29,29.953,7.88,108.8,1.42,0.98,0.38,75.64,8.61
5/23/26 18:17,9.661,224.63,28.997,7.87,108.71,1.49,1.1,0.42,75.41,8.57
5/23/26 18:18,9.715,225.1,27.963,7.87,108.61,1.4,0.83,0.4,75.38,8.56
5/23/26 18:19,9.78,225.62,26.899,7.87,108.67,1.62,0.83,0.34,75.26,8.53
5/23/26 18:19,9.881,226.09,25.948,7.88,108.63,1.35,0.77,0.34,75.63,8.55
5/23/26 18:20,9.935,226.51,24.971,7.89,108.57,1.3,0.9,0.35,75.86,8.57
5/23/26 18:21,9.99,226.33,23.948,7.91,108.49,1.33,0.88,0.35,76.59,8.64
5/23/26 18:22,10.05,226.56,22.93,7.93,108.44,1.38,0.88,0.3,77.27,8.7
5/23/26 18:23,10.087,226.69,21.915,7.94,108.42,1.3,0.84,0.32,77.62,8.74
5/23/26 18:24,10.185,226.62,20.897,7.95,108.39,1.41,0.96,0.34,77.84,8.74
5/23/26 18:24,10.266,226.37,19.917,7.95,108.44,1.35,0.73,0.28,78.04,8.75
5/23/26 18:25,10.324,226.45,18.936,7.95,108.36,1.41,0.88,0.27,78.06,8.74
5/23/26 18:26,10.416,226.83,17.905,7.95,108.38,1.5,0.81,0.25,78.11,8.72
5/23/26 18:27,10.501,227.26,16.923,7.95,108.3,1.43,0.78,0.24,78.19,8.72
5/23/26 18:27,10.59,227.82,15.999,7.95,108.29,1.43,0.87,0.3,78.14,8.69
5/23/26 18:28,10.729,228.78,15.009,7.95,108.22,1.71,0.74,0.26,78.07,8.66
5/23/26 18:29,10.912,229.03,13.9,7.96,108.12,1.41,1.11,0.38,78.14,8.63
5/23/26 18:30,11.032,228.92,12.953,7.96,108.03,1.47,0.87,0.34,78.29,8.62
5/23/26 18:31,11.23,227.01,11.91,7.96,108,1.52,0.76,0.26,78.52,8.61
5/23/26 18:31,11.383,228.91,10.984,7.96,107.96,1.6,0.99,0.31,78.75,8.6
5/23/26 18:32,11.487,231.73,9.898,7.97,108,1.4,1.11,0.36,78.71,8.58
5/23/26 18:33,11.546,234.25,8.904,7.97,107.8,1.29,0.92,0.24,78.58,8.55
5/23/26 18:34,11.786,238.17,7.955,7.98,107.6,1.16,1.55,0.43,78.76,8.52
5/23/26 18:34,11.926,239.71,6.977,7.99,107.22,1.18,1.18,0.31,78.84,8.5
5/23/26 18:35,12.337,238.77,5.942,8.01,106.81,1.09,1.36,0.41,79.86,8.54
5/23/26 18:36,12.523,238.65,4.953,8.04,106.39,1.19,1.29,0.36,80.16,8.53
5/23/26 18:37,12.722,238.88,3.954,8.06,106.15,1.17,1.05,0.25,80.51,8.53
5/23/26 18:37,12.807,239.43,2.969,8.07,106.06,1.05,1.6,0.48,80.85,8.55
5/23/26 18:38,12.934,239.58,1.971,8.08,106.05,1.15,1.37,0.46,81.06,8.55
5/23/26 18:39,13.153,240.47,0.92,8.08,106.12,1.13,1.76,0.45,81.63,8.56
5/24/26 0:05,8.158,216.19,44.027,7.82,106.33,1.24,0.99,0.43,71.89,8.47
5/24/26 0:06,8.164,215.98,42.994,7.81,106.6,1.14,1.24,0.55,71.76,8.46
5/24/26 0:07,8.177,215.82,42.013,7.81,106.8,1.18,1.03,0.47,71.77,8.45
5/24/26 0:08,8.21,215.75,41.035,7.8,107.3,1.26,1.32,0.54,71.73,8.44
5/24/26 0:08,8.463,216.75,39.96,7.8,107.7,1.32,1.42,0.62,72.36,8.47
5/24/26 0:09,8.562,217.37,38.965,7.78,109.26,1.41,1.5,0.6,72.24,8.43
5/24/26 0:10,8.925,219.7,37.969,7.77,110.61,1.53,1.37,0.6,72.57,8.4
5/24/26 0:11,9.019,220.51,37.039,7.78,111.1,1.5,1.42,0.59,72.95,8.42
5/24/26 0:12,9.097,221.08,35.951,7.78,111.29,1.47,1.42,0.61,73.33,8.45
5/24/26 0:13,9.201,221.78,35.007,7.79,111.17,1.57,1.39,0.6,73.7,8.47
5/24/26 0:14,9.3,222.42,33.95,7.8,110.84,1.47,1.49,0.6,74.23,8.51
5/24/26 0:15,9.419,223.04,33.018,7.82,110.61,1.45,1.22,0.47,74.69,8.54
5/24/26 0:15,9.45,223.41,31.988,7.82,110.21,1.35,1.03,0.48,74.62,8.53
5/24/26 0:16,9.511,223.73,30.973,7.83,110.23,1.36,1.08,0.44,74.92,8.55
5/24/26 0:17,9.606,224.26,29.983,7.84,110.3,1.42,1.31,0.56,75.41,8.58
5/24/26 0:18,9.63,224.42,28.97,7.85,110.22,1.39,1.2,0.46,75.68,8.61
5/24/26 0:19,9.654,224.56,27.972,7.85,110.16,1.38,1.03,0.43,75.85,8.62
5/24/26 0:20,9.71,224.89,26.974,7.86,110.06,1.52,0.9,0.4,76.04,8.63
5/24/26 0:20,9.8,225.54,25.974,7.86,109.96,1.45,0.86,0.32,75.91,8.6
5/24/26 0:21,9.904,226.28,24.996,7.86,109.9,1.39,0.69,0.29,75.96,8.59
5/24/26 0:22,9.949,226.61,23.967,7.86,109.95,1.34,1.03,0.39,76.03,8.58
5/24/26 0:23,9.968,226.7,22.939,7.87,109.93,1.43,0.71,0.38,76.05,8.58
5/24/26 0:24,10.008,226.51,21.935,7.88,109.86,1.32,0.82,0.28,76.7,8.65
5/24/26 0:24,10.055,226.65,20.935,7.9,109.81,1.34,0.89,0.35,77.24,8.7
5/24/26 0:25,10.122,227.05,19.967,7.9,109.89,1.33,0.78,0.33,77.24,8.69
5/24/26 0:26,10.203,226.8,18.945,7.91,109.82,1.4,0.62,0.25,77.65,8.72
5/24/26 0:27,10.267,226.71,17.944,7.92,109.83,1.34,0.68,0.24,77.97,8.74
5/24/26 0:28,10.384,226.85,16.919,7.92,109.82,1.34,0.88,0.28,78.01,8.72
5/24/26 0:29,10.514,227.24,15.921,7.92,109.78,1.47,0.7,0.27,78.16,8.71
5/24/26 0:29,10.649,228.32,14.926,7.92,109.65,1.38,0.77,0.28,78.19,8.68
5/24/26 0:30,10.929,229.48,14,7.92,109.6,1.32,0.91,0.35,78.35,8.65
5/24/26 0:31,11.133,229.48,12.944,7.92,109.66,1.34,0.85,0.32,78.43,8.62
5/24/26 0:32,11.371,231.23,11.92,7.92,109.62,1.38,1.29,0.41,78.54,8.58
5/24/26 0:33,11.439,230.81,10.919,7.93,109.46,1.38,0.97,0.27,78.61,8.57
5/24/26 0:33,11.659,231.88,9.943,7.93,109.43,1.33,1.1,0.28,78.98,8.57
5/24/26 0:34,12.106,237.6,8.948,7.95,109.12,1.13,1.06,0.27,79.45,8.53
5/24/26 0:35,12.567,238.83,7.912,8,108.4,1.07,1.34,0.36,80.24,8.53
5/24/26 0:36,12.635,239.02,6.912,8.01,108.23,1.17,1.24,0.32,80.36,8.53
5/24/26 0:37,12.803,239.47,5.992,8.02,108.05,1.1,1.72,0.52,80.65,8.53
5/24/26 0:37,13.015,240.22,4.99,8.03,107.94,1.07,1.59,0.42,81.18,8.54
5/24/26 0:38,13.441,241.3,3.906,8.03,107.9,1.07,1.26,0.24,81.79,8.53
5/24/26 0:39,13.499,241.35,2.992,8.03,107.91,1.03,1.22,0.31,81.8,8.52
5/24/26 0:40,13.635,240.73,1.949,8.03,107.95,1.07,1.21,0.35,81.93,8.5
5/24/26 0:41,13.632,240.68,0.909,8.03,108.25,1.14,1.09,0.36,81.88,8.5
5/24/26 6:05,8.166,216,43.995,7.76,109.04,1.26,1.31,0.58,70,8.25
5/24/26 6:06,8.159,215.76,42.967,7.75,109.4,1.39,1.45,0.61,69.48,8.19
5/24/26 6:07,8.169,215.75,41.993,7.74,109.5,1.33,0.96,0.44,69.4,8.18
5/24/26 6:08,8.383,216.56,40.997,7.76,109.03,1.24,1.42,0.6,70.97,8.32
5/24/26 6:09,8.57,217.79,40.005,7.79,108.77,1.24,1.56,0.6,72.57,8.47
5/24/26 6:10,8.734,218.84,39.027,7.78,109.66,1.25,1.49,0.61,73.16,8.5
5/24/26 6:11,8.842,219.66,37.982,7.76,111.2,1.26,1.24,0.57,73.28,8.5
5/24/26 6:12,8.997,220.9,36.968,7.74,112.42,1.32,1.31,0.63,73.39,8.48
5/24/26 6:12,9.137,221.74,35.935,7.74,112.85,1.35,1.38,0.57,73.58,8.47
5/24/26 6:13,9.269,222.54,34.957,7.75,113.04,1.51,1.36,0.57,74.03,8.5
5/24/26 6:14,9.345,223.1,33.977,7.77,112.92,1.36,1.28,0.57,74.35,8.52
5/24/26 6:15,9.445,223.3,33.005,7.78,112.8,1.41,1.29,0.56,74.78,8.54
5/24/26 6:16,9.509,223.76,31.937,7.79,112.62,1.37,1.24,0.53,74.98,8.56
5/24/26 6:17,9.612,224.35,30.996,7.8,112.36,1.38,1.3,0.56,75.3,8.57
5/24/26 6:18,9.689,224.83,29.993,7.81,112.2,1.43,1.37,0.57,75.61,8.59
5/24/26 6:18,9.738,225.28,28.985,7.81,112.16,1.41,1.35,0.51,75.49,8.57
5/24/26 6:19,9.788,225.62,27.989,7.81,112.11,1.38,1.02,0.42,75.56,8.56
5/24/26 6:20,9.816,225.64,26.992,7.81,112.1,1.42,1.06,0.45,75.73,8.58
5/24/26 6:21,9.866,225.89,25.99,7.82,112.04,1.39,0.99,0.37,75.94,8.59
5/24/26 6:22,9.93,226.29,24.99,7.83,111.88,1.35,0.98,0.37,76.31,8.62
5/24/26 6:23,9.974,226.36,23.992,7.84,111.86,1.29,1.06,0.43,76.56,8.64
5/24/26 6:23,10.038,226.48,22.991,7.86,111.8,1.34,1.21,0.5,77.14,8.69
5/24/26 6:24,10.072,226.17,21.957,7.88,111.69,1.41,1.22,0.51,77.66,8.74
5/24/26 6:25,10.103,226.19,20.961,7.88,111.69,1.33,1.24,0.46,77.89,8.76
5/24/26 6:26,10.173,226.4,19.944,7.88,111.61,1.34,0.94,0.4,77.99,8.76
5/24/26 6:27,10.248,226.45,18.942,7.88,111.59,1.43,0.8,0.34,78.02,8.75
5/24/26 6:28,10.393,226.82,17.938,7.88,111.53,1.44,0.87,0.3,78.1,8.73
5/24/26 6:28,10.451,227.04,16.945,7.88,111.57,1.43,0.78,0.29,78.12,8.72
5/24/26 6:29,10.661,228.48,15.966,7.89,111.36,1.36,0.8,0.33,78.18,8.68
5/24/26 6:30,10.856,228.57,14.944,7.89,111.3,1.4,1.22,0.38,78.22,8.65
5/24/26 6:31,11.076,228.3,13.919,7.89,111.3,1.37,1.25,0.41,78.4,8.62
5/24/26 6:32,11.364,230.39,12.938,7.89,111.16,1.41,1,0.36,78.63,8.59
5/24/26 6:33,11.528,232.7,11.953,7.9,111.11,1.32,1.08,0.28,78.72,8.57
5/24/26 6:33,11.715,235.73,11.024,7.91,110.8,1.16,1.36,0.46,78.83,8.54
5/24/26 6:34,12.638,239.02,9.934,7.95,110.13,1.08,1.23,0.35,80.05,8.5
5/24/26 6:35,13.244,239.4,8.927,8,109.34,1.1,1.39,0.43,81,8.48
5/24/26 6:36,13.286,239.46,7.935,8.01,109.23,1.08,1.48,0.5,81.04,8.48
5/24/26 6:37,13.291,239.44,6.939,8.01,109.12,1.11,1.31,0.37,81.02,8.47
5/24/26 6:37,13.292,239.41,5.965,8.01,109.28,1.06,1.59,0.53,81.05,8.48
5/24/26 6:38,13.292,239.34,4.992,8.02,109.04,1.09,1.42,0.36,81.07,8.48
5/24/26 6:39,13.296,239.33,3.911,8.02,108.88,1.06,1.69,0.53,81.06,8.48
5/24/26 6:40,13.294,239.3,2.984,8.02,108.9,1.12,1.29,0.39,81.06,8.48
5/24/26 6:40,13.274,239.05,1.912,8.02,108.91,1.13,1.21,0.4,81.01,8.48
5/24/26 6:41,13.264,238.9,0.901,8.02,109.13,1.1,1.2,0.34,81.01,8.48
5/24/26 12:05,8.202,216.43,44.056,7.78,108.02,1.4,1.35,0.57,69.79,8.22
5/24/26 12:05,8.244,216.21,43.011,7.76,108.58,1.35,1.5,0.59,68.82,8.1
5/24/26 12:06,8.336,216.32,41.965,7.77,108.25,1.43,1.16,0.49,69.81,8.19
5/24/26 12:07,8.399,216.55,40.976,7.78,108.11,1.39,1.42,0.61,70.18,8.22
5/24/26 12:08,8.466,216.9,39.965,7.79,107.73,1.28,0.96,0.39,71.28,8.34
5/24/26 12:09,8.643,217.94,38.959,7.81,107.49,1.22,0.86,0.41,72.42,8.44
5/24/26 12:10,8.948,219.73,37.957,7.81,108.13,1.29,0.92,0.4,72.88,8.43
5/24/26 12:10,9.098,221.29,36.93,7.81,108.92,1.37,0.81,0.39,73.28,8.44
5/24/26 12:11,9.236,222.26,35.973,7.81,109.33,1.49,0.93,0.38,73.76,8.47
5/24/26 12:12,9.355,222.98,34.96,7.82,109.48,1.42,0.98,0.39,74.28,8.51
5/24/26 12:13,9.448,223.3,33.934,7.83,109.65,1.38,0.9,0.4,74.79,8.55
5/24/26 12:14,9.534,224.04,32.983,7.83,109.52,1.35,0.96,0.39,74.79,8.53
5/24/26 12:14,9.592,224.21,32.009,7.84,109.35,1.38,0.92,0.39,74.97,8.54
5/24/26 12:15,9.666,224.76,30.976,7.85,109.36,1.45,0.71,0.35,75.34,8.56
5/24/26 12:16,9.722,224.98,29.927,7.86,109.33,1.45,0.92,0.35,75.6,8.58
5/24/26 12:17,9.782,225.68,28.933,7.85,109.32,1.36,0.83,0.39,75.47,8.56
5/24/26 12:18,9.852,226.06,27.997,7.85,109.2,1.38,0.78,0.34,75.21,8.51
5/24/26 12:18,9.87,226.07,26.947,7.87,109.24,1.36,0.91,0.36,75.78,8.57
5/24/26 12:19,9.905,226.1,25.905,7.87,109.27,1.36,0.74,0.29,76.04,8.6
5/24/26 12:20,9.963,226.16,24.955,7.88,109.29,1.36,0.65,0.31,76.53,8.64
5/24/26 12:21,9.997,226.29,24.018,7.9,109.18,1.34,0.76,0.3,76.91,8.67
5/24/26 12:22,10.022,226.19,22.968,7.91,109.24,1.34,0.71,0.27,77.36,8.72
5/24/26 12:22,10.072,226.31,21.964,7.92,109.27,1.36,0.77,0.27,77.63,8.74
5/24/26 12:23,10.146,226.57,20.896,7.92,109.29,1.28,0.8,0.29,77.84,8.75
5/24/26 12:24,10.178,226.55,20.002,7.92,109.24,1.42,0.8,0.27,77.92,8.75
5/24/26 12:25,10.242,226.37,18.91,7.92,109.23,1.33,0.66,0.23,77.99,8.74
5/24/26 12:26,10.369,226.57,17.989,7.92,109.15,1.48,0.81,0.26,78.01,8.72
5/24/26 12:26,10.462,226.98,16.897,7.92,109.22,1.38,0.84,0.33,78.03,8.71
5/24/26 12:27,10.568,227.62,15.964,7.92,109.18,1.34,0.8,0.32,78.08,8.69
5/24/26 12:28,10.657,228.02,14.993,7.92,109.05,1.38,0.85,0.28,78.03,8.67
5/24/26 12:29,10.847,228.65,13.949,7.92,108.97,1.32,1.07,0.38,78.08,8.63
5/24/26 12:29,11.033,226.32,12.957,7.92,108.96,1.45,0.92,0.35,78.27,8.62
5/24/26 12:30,11.212,228.78,11.945,7.92,109,1.36,1.04,0.43,78.5,8.61
5/24/26 12:31,11.404,230.44,10.925,7.93,108.83,1.41,0.9,0.32,78.64,8.58
5/24/26 12:32,11.64,232.82,9.931,7.94,108.53,1.27,1.24,0.4,78.81,8.56
5/24/26 12:32,11.77,235.24,8.939,7.95,108.19,1.2,1.08,0.38,78.92,8.54
5/24/26 12:33,13.056,238.17,7.94,8.01,107.12,1.12,1.27,0.43,80.53,8.47
5/24/26 12:34,13.18,238.05,6.954,8.06,106.77,1.16,1.44,0.45,80.81,8.47
5/24/26 12:35,13.234,238.57,5.929,8.06,106.71,1.19,1.5,0.51,80.91,8.47
5/24/26 12:35,13.243,238.62,4.936,8.07,106.6,1.14,1.43,0.35,81.04,8.49
5/24/26 12:36,13.262,238.49,3.953,8.07,106.42,1.13,1.46,0.48,81.09,8.49
5/24/26 12:37,13.302,238.42,2.931,8.08,106.24,1.2,1.36,0.44,81.15,8.49
5/24/26 12:38,13.404,239.47,1.889,8.07,106.46,1.1,1.47,0.47,81.48,8.5
5/24/26 12:38,13.694,241.47,0.914,8.06,106.92,1.08,1.18,0.44,81.93,8.49
5/24/26 18:05,8.262,216.58,44.062,7.76,107.21,1.35,1.12,0.43,69.48,8.17
5/24/26 18:05,8.277,216.28,43.015,7.75,107.29,1.32,0.95,0.36,69.51,8.17
5/24/26 18:06,8.329,216.35,42.006,7.76,107.15,1.29,1.46,0.54,70.16,8.24
5/24/26 18:07,8.399,216.82,40.993,7.75,107.64,1.5,0.9,0.42,69.77,8.18
5/24/26 18:08,8.515,217.56,40.001,7.74,108.19,1.53,0.77,0.31,69.32,8.1
5/24/26 18:09,8.715,218.8,39.002,7.76,107.93,1.43,0.59,0.26,70.76,8.23
5/24/26 18:10,8.901,219.83,38.007,7.78,108.07,1.63,0.59,0.27,71.68,8.3
5/24/26 18:10,9.02,220.54,36.975,7.78,108.43,1.53,0.72,0.3,72.09,8.32
5/24/26 18:11,9.082,221.09,35.977,7.79,108.42,1.48,0.74,0.26,72.72,8.38
5/24/26 18:12,9.183,221.93,34.947,7.8,108.3,1.43,0.61,0.25,73.24,8.42
5/24/26 18:13,9.295,222.53,34.007,7.81,108.3,1.5,0.61,0.24,73.81,8.46
5/24/26 18:14,9.441,223.43,32.99,7.82,107.93,1.34,0.71,0.29,74.19,8.48
5/24/26 18:15,9.567,224.18,31.951,7.83,107.85,1.46,0.66,0.25,74.55,8.49
5/24/26 18:15,9.687,224.94,30.994,7.84,107.89,1.39,0.65,0.28,75.06,8.53
5/24/26 18:16,9.745,225.44,29.982,7.84,107.8,1.36,0.69,0.28,75.12,8.52
5/24/26 18:17,9.823,225.71,28.963,7.86,107.93,1.31,0.65,0.26,75.54,8.55
5/24/26 18:18,9.883,226.14,27.926,7.87,107.92,1.38,0.8,0.33,75.84,8.58
5/24/26 18:19,9.953,226.57,26.997,7.87,107.9,1.31,1.12,0.45,75.72,8.55
5/24/26 18:20,9.994,226.58,25.945,7.88,107.94,1.32,0.89,0.35,76.36,8.61
5/24/26 18:20,10.061,227.09,24.963,7.89,107.95,1.28,1.12,0.33,76.56,8.62
5/24/26 18:21,10.119,227.2,23.945,7.9,107.93,1.23,0.64,0.24,76.94,8.65
5/24/26 18:22,10.168,226.95,22.921,7.91,107.85,1.41,0.69,0.2,77.34,8.69
5/24/26 18:23,10.235,226.65,21.923,7.92,108,1.4,0.69,0.21,77.63,8.71
5/24/26 18:24,10.285,226.49,21.002,7.92,107.93,1.47,0.7,0.27,77.81,8.72
5/24/26 18:24,10.398,226.78,19.94,7.92,107.99,1.33,0.92,0.3,77.93,8.71
5/24/26 18:25,10.533,227.42,18.938,7.92,107.97,1.32,0.69,0.28,77.93,8.68
5/24/26 18:26,10.715,227.96,18.003,7.92,107.91,1.36,0.84,0.28,78,8.65
5/24/26 18:27,10.802,227.9,16.959,7.92,107.89,1.46,1.08,0.38,78.01,8.63
5/24/26 18:28,10.962,226.75,15.919,7.92,108.06,1.49,0.83,0.28,78.08,8.61
5/24/26 18:28,11.025,225.77,14.925,7.91,108.25,1.57,1.2,0.38,77.89,8.58
5/24/26 18:29,11.054,225.52,13.958,7.91,108.29,1.61,0.68,0.19,77.86,8.57
5/24/26 18:30,11.242,227.02,12.992,7.91,108.17,1.38,0.66,0.22,78.15,8.56
5/24/26 18:31,11.398,229.96,11.921,7.92,107.76,1.42,0.68,0.2,78.32,8.55
5/24/26 18:32,11.418,229.51,10.906,7.93,107.73,1.36,0.7,0.2,78.38,8.55
5/24/26 18:32,11.603,231.56,9.991,7.93,107.63,1.26,0.92,0.33,78.77,8.56
5/24/26 18:33,11.736,231.88,8.998,7.94,107.27,1.37,1.12,0.29,78.97,8.55
5/24/26 18:34,11.826,231.21,8.007,7.95,107.15,1.31,0.76,0.23,79.08,8.55
5/24/26 18:35,12.799,238.6,6.917,7.99,106.63,1.15,1.12,0.33,80.23,8.49
5/24/26 18:35,13.189,238.4,5.925,8.04,105.85,1.13,1.28,0.33,80.74,8.46
5/24/26 18:36,13.298,238.57,4.933,8.07,105.26,1.12,1.73,0.46,81.17,8.49
5/24/26 18:37,13.368,239,3.927,8.09,105.14,1.11,1.46,0.36,81.51,8.51
5/24/26 18:38,13.482,239.31,2.938,8.09,105.02,1.06,1.72,0.52,81.94,8.53
5/24/26 18:38,14.048,242.35,1.948,8.09,105.08,1.04,1.78,0.46,82.73,8.51
5/24/26 18:39,14.308,244.34,0.927,8.09,105.36,1.02,1.64,0.37,83.17,8.51
5/25/26 0:05,8.565,218.42,44.017,7.82,104.74,1.23,1.04,0.45,72.88,8.51
5/25/26 0:06,8.574,218.13,42.934,7.82,104.9,1.24,0.78,0.37,73.03,8.52
5/25/26 0:07,8.723,218.69,41.982,7.81,105.39,1.47,0.8,0.34,72.86,8.47
5/25/26 0:08,8.886,219.8,40.941,7.81,105.99,1.38,1.06,0.45,72.75,8.42
5/25/26 0:08,9.001,220.51,39.936,7.8,106.82,1.49,1.46,0.58,72.69,8.4
5/25/26 0:09,9.112,221.25,38.99,7.81,107.14,1.46,1.14,0.5,72.9,8.4
5/25/26 0:10,9.165,221.84,38.04,7.8,107.54,1.61,1.21,0.44,73.06,8.4
5/25/26 0:11,9.309,222.36,37.019,7.81,107.94,1.48,0.96,0.38,73.59,8.44
5/25/26 0:12,9.385,222.94,35.996,7.81,108.14,1.45,1.04,0.42,74.17,8.49
5/25/26 0:13,9.425,223.2,35.012,7.82,108.12,1.4,0.96,0.4,74.49,8.52
5/25/26 0:13,9.48,223.52,33.997,7.83,108.07,1.48,0.73,0.3,74.73,8.53
5/25/26 0:14,9.534,223.81,32.988,7.83,107.87,1.36,0.64,0.29,74.94,8.55
5/25/26 0:15,9.589,224.12,31.971,7.84,107.94,1.36,0.96,0.35,75.27,8.57
5/25/26 0:16,9.621,224.37,30.972,7.85,107.88,1.42,0.74,0.28,75.49,8.59
5/25/26 0:17,9.672,224.71,29.955,7.85,107.77,1.53,0.79,0.32,75.59,8.59
5/25/26 0:18,9.734,224.99,28.963,7.85,107.68,1.4,0.6,0.26,75.72,8.59
5/25/26 0:18,9.782,225.52,27.949,7.85,107.69,1.4,0.78,0.31,75.74,8.59
5/25/26 0:19,9.818,225.78,26.96,7.85,107.72,1.39,0.58,0.24,75.52,8.55
5/25/26 0:20,9.866,226.06,25.929,7.85,107.76,1.33,0.64,0.29,75.54,8.55
5/25/26 0:21,9.93,226.26,24.971,7.86,107.79,1.39,0.78,0.3,75.84,8.57
5/25/26 0:22,9.98,226.55,23.958,7.87,107.8,1.45,0.79,0.31,76.14,8.59
5/25/26 0:23,10.036,226.56,22.98,7.89,107.83,1.4,0.77,0.29,76.72,8.65
5/25/26 0:23,10.092,227.56,21.963,7.88,107.89,1.29,0.66,0.25,76.58,8.62
5/25/26 0:24,10.147,227.43,20.957,7.89,107.82,1.34,0.76,0.23,76.75,8.63
5/25/26 0:25,10.216,226.52,20.028,7.91,107.74,1.39,0.67,0.25,77.48,8.69
5/25/26 0:26,10.311,226.54,18.929,7.91,107.87,1.36,0.6,0.21,77.77,8.71
5/25/26 0:27,10.443,227.09,17.943,7.91,107.79,1.35,0.63,0.21,77.87,8.69
